"STASLIST","LOC","STA","STA2","STATION","NAME","LHOLD","HOLDCERT","NEARTOWN","COUNTY","STATE","REGION","LATITUDE","LONGITUDE","PRECISION","SOURCE","DATUM","DECLAT","DECLNG","NAD83","ELEV","STRATUM","BCR","HABITAT","D89","D90","D91","D92","D93","D94","D95","D96","D97","D98","D99","D00","D01","D02","D03","D04","D05","D06","Y07","D07","Y08","D08","Y09","D09","Y10","D10","Y11","D11","Y12","D12","Y13","D13","Y14","D14","Y15","D15","Y16","D16","Y17","D17","Y18","D18","HISTORY","YRSOP"
"11187 - RFSL - MOLI - Molier","RFSL",11187,"11187S","MOLI","Molier","AF","+","Orleans","Humboldt","CA","1","41 17 18","-123 33 08","01S","GPS","NAD27",41.28806,-123.55333,"x",91,93,5,"riparian woodland",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"11188 - RFSL - RED2 - Red 2","RFSL",11188,"11188S","RED2","Red 2","AF","+","Orleans","Humboldt","CA","1","41 15 46","-123 36 10","01S","GPS","NAD27",41.2625,-123.60389,"x",98,93,5,"riparian woodland",,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-96",5
"11189 - RFSL - CCRK - Camp Creek","RFSL",11189,"11187S","CCRK","Camp Creek","AF","+","Orleans","Humboldt","CA","1","41 17 45","-123 33 27","01S","GPS","NAD27",41.29556,-123.55861,"x",122,93,5,"riparian scrub",,,,"X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92-02",11
"11190 - RFSL - CAPD - Cap D","RFSL",11190,"11188S","CAPD","Cap D","AF","+","Orleans","Humboldt","CA","1","41 15 35","-123 36 19","01S","GPS","NAD27",41.25944,-123.60639,"x",98,93,5,"riparian woodland",,,,"X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,"X","X",,,,,,,,,,,,,,,,,,,,,"92-04,08",14
"11191 - RFSL - AKEN - Aikens Creek","RFSL",11191,"11191U","AKEN","Aikens Creek","AF","+","Orleans","Humboldt","CA","1","41 13 43","-123 39 04","01S","GPS","NAD27",41.22833,-123.65222,"x",152,93,5,"riparian",,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92",1
"11192 - RFSL - WHCR - Whitmore Creek","RFSL",11192,"11192U","WHCR","Whitmore Creek","AF","+","Orleans","Humboldt","CA","1","41 20 06","-123 30 35","01S","GPS","NAD27",41.33472,-123.51083,"x",122,93,5,"riparian",,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92",1
"11193 - RFSL - LADY - Lady","RFSL",11193,"11187S","LADY","Lady","AF","+","Orleans","Humboldt","CA","1","41 17 35","-123 32 49","01S","GPS","NAD27",41.29278,-123.54806,"x",122,93,5,"riparian woodland",,,,"X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"92-04",13
"11194 - LKCR - LKCR - Lick Creek","LKCR",11194,"11194U","LKCR","Lick Creek","AF","+","Darby","Ravalli","MT","1","46 04 27","-114 15 02","01S","GPS","NAD83",46.07417,-114.25056,"x",1341,64,10,"douglas fir/ninebark",,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","93-08,10-",29
"11195 - LMWR - LEEM - Lee Metcalf","LMWR",11195,"11195U","LEEM","Lee Metcalf","IW","+","Stevensville","Ravalli","MT","1","46 34 52","-114 03 48","01S","GIS - ArcView","NAD83",46.58111,-114.06333,"x",975,65,10,"pine/cottonwood/alder/willow",,,,,"X","X","X","X","X","X","X","X","X","X","X",,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"93-03,05-08",15
"11196 - BRRR - BRRR - Bear River Refuge","BRRR",11196,"11196U","BRRR","Bear River Refuge","IW",,"Garland","Box Elder","UT","1","41 44 30","-112 07 40","10S","-","-",41.74167,-112.12778,"-",1292,88,9,"riparian",,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93-97",5
"11197 - MCCU - MCCU - McCullen Unit (NWR)","MCCU",11197,"11197U","MCCU","McCullen Unit (NWR)","IW","+","Fontenelle","Sweetwater","WY","1","41 56 50","-109 58 20","10S","-","-",41.94722,-109.97222,"-",1920,86,10,"cottonwood/willow riverbottom",,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93-95",3
"11198 - FIRS - CWCR - Crow Creek","FIRS",11198,"11198U","CWCR","Crow Creek","II","+","Charlo","Lake","MT","1","47 28 16","-114 16 43","01S","CALTOPO","NAD83",47.47111,-114.27861,"-",786,65,10,"riparian",,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"93-05",13
"11199 - FIRS - SHMA - Safe Harbor Marsh","FIRS",11199,"11199U","SHMA","Safe Harbor Marsh","II","+","Polson","Lake","MT","1","47 46 28","-114 08 49","01S","GPS -ETRIX LEGE","NAD83",47.77444,-114.14694,"x",881,65,10,"freshwater marsh",,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"93-05",13
"11200 - WILD - WILD - Wildcat Ranch","WILD",11200,"11200U","WILD","Wildcat Ranch","C",,"Snowmass Village","Pitkin","CO","1","39 16 10","-106 56 30","10S","-","-",39.26944,-106.94167,"-",2438,62,16,"deciduous shrubland",,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99",1
"11201 - ARCO - ARCO - Arco Desert","ARCO",11201,"11201U","ARCO","Arco Desert","DE","+","Atomic City","Bingham","ID","1","43 36 00","-112 36 00","10S","-","-",43.6,-112.6,"-",1500,89,9,"sagebrush steppe",,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99",1
"11202 - PATT - PATT - Pattee Creek","PATT",11202,"11202U","PATT","Pattee Creek","IB","+","Tendoy","Lemhi","ID","1","44 59 21","-113 34 05","01S","GPS","NAD83",44.98917,-113.56806,"x",1613,64,10,"riparian willow/alder shrub",,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,"99-13",15
"11203 - TRLK - CHWD - Cheerwood","TRLK",11203,"11203U","CHWD","Cheerwood","P","+","Blachly","Lane","OR","1","44 12 10","-123 34 10","10S","-","-",44.20278,-123.56944,"-",378,93,5,"mixed woodland/mixed grassland",,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99-00",2
"11204 - SBNE - KILN - Kiln Meadow","SBNE",11204,"11204U","KILN","Kiln Meadow","AF","+","Truckee","Nevada","CA","1","39 25 59","-120 15 39","01S","-","-",39.43306,-120.26083,"-",1975,66,15,"montane meadow/montane riparian",,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98-99",2
"11205 - LIND - LIND - Lindzey's Place","LIND",11205,"11205U","LIND","Lindzey's Place","P","+","Laramie","Albany","WY","1","41 17 53","-106 08 27","01S","-","NAD83",41.29806,-106.14083,"x",2286,86,16,"cottonwood/willow riparian",,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","00-10,12-",22
"11206 - NISQ - DIKE - Dike","NISQ",11206,"11206U","DIKE","Dike","IW","+","McKenna","Thurston","WA","1","47 05 58","-122 42 25","01S","-","-",47.09944,-122.70694,"-",5,93,5,"decid. shrub corridor betw. wetl.",,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00",1
"11207 - NISQ - REST - Restoration","NISQ",11207,"11207S","REST","Restoration","IW","+","McKenna","Thurston","WA","1","47 04 40","-122 42 30","01S","-","-",47.07778,-122.70833,"-",10,93,5,"oldfield",,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00-02",3
"11208 - NISQ - RIVR - Riverine","NISQ",11208,"11207S","RIVR","Riverine","IW","+","McKenna","Thurston","WA","1","47 05 00","-122 42 36","01S","-","-",47.08333,-122.71,"-",9,93,5,"big-leaf maple-cottonwd rip. for.",,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00-02",3
"11209 - NISQ - SURG - Surge Plain","NISQ",11209,"11207S","SURG","Surge Plain","IW","+","McKenna","Thurston","WA","1","47 04 29","-122 42 47","01S","-","-",47.07472,-122.71306,"-",10,93,5,"decid. rip. surge plain-tide infl",,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00-02",3
"11210 - IBO- - LUCK - Lucky Peak","IBO-",11210,"11210U","LUCK","Lucky Peak","S","+","Boise","Ada","ID","1","43 36 18","-116 03 36","01S","Web - Google E.","NAD83",43.605,-116.06,"x",1845,89,9,"montane decid shrubland/doug-fir",,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","00-",23
"11211 - MONO - LEEV - Lee Vining Creek","MONO",11211,"11211U","LEEV","Lee Vining Creek","C","+","Lee Vining","Mono","CA","1","37 58 23","-119 06 40","01S","-","-",37.97306,-119.11111,"-",1960,88,9,"black cottonwood/willow riparian",,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"00-05",6
"11212 - MONO - MILL - Mill Creek","MONO",11212,"11212U","MILL","Mill Creek","P","+","Lee Vining","Mono","CA","1","38 02 24","-119 08 31","01S","-","-",38.04,-119.14194,"-",2036,88,9,"riparian",,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"00-05",6
"11213 - MONO - RCRK - Rush Creek","MONO",11213,"11213U","RCRK","Rush Creek","C","+","Lee Vining","Mono","CA","1","37 56 04","-119 04 04","01S","-","-",37.93444,-119.06778,"-",2963,88,9,"willow riparian passive restorat.",,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"00-05",6
"11214 - MONO - WILS - Wilson Creek","MONO",11214,"11214U","WILS","Wilson Creek","P","+","Lee Vining","Mono","CA","1","38 03 40","-119 09 02","01S","-","-",38.06111,-119.15056,"-",2073,88,9,"willow riparian/pasture/ditch",,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"00-05",6
"11215 - WALL - WALL - Wallula - McNary NWR","WALL",11215,"11215U","WALL","Wallula - McNary NWR","IW","+","Wallula","Walla Walla","WA","1","46 03 26","-118 53 16","01S","hard - topo map","NAD27",46.05722,-118.88889,"x",106,89,9,"cottonwood-willow riparian corrid",,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,"01-12",12
"11216 - BEVP - SEEL - Seely Lake Ranger Station","BEVP",11216,"11216U","SEEL","Seely Lake Ranger Station","AF","+","Seely Lake","Missoula","MT","1","47 13 12","-113 31 56","01S","Web - Google E.","NAD83",47.22,-113.53222,"x",1219,64,10,"riparian willow corridor/conifer forest",,,,,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,"X","X","X","X","X","X","01-05,16-19",9
"11217 - FNLY - SNBE - Snagboat Bend","FNLY",11217,"11217U","SNBE","Snagboat Bend","IW","+","Peoria","Linn","OR","1","44 25 53","-123 13 13","01S","GIS-Terrain Nav","NAD27",44.43111,-123.22139,"x",73,98,5,"cotton-willow riparian",,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"01-08",8
"11218 - UTAH - SLCO - Provo River - Old #2","UTAH",11218,"11218U","SLCO","Provo River - Old #2","IR","+","Heber","Wasatch","UT","1","40 34 16","-111 26 00","01S","GPS","NAD27",40.57111,-111.43417,"x",1750,62,16,"cottonwood-willow riparian/cattails",,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97",1
"11219 - TSS- - SCHW - Schwaubacker's Landing","TSS-",11219,"11219U","SCHW","Schwaubacker's Landing","IP","+","Moose","Teton","WY","1","43 42 39","-110 40 26","01S","ARC Map photo","NAD83",43.71083,-110.67389,"x",1980,64,10,"cottonwood riparian corridor",,,,,,,,,,,,,"X","X","X","X",,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"01-04,06-08",7
"11220 - TSS- - TOWN - Jarvis Lane Housing Dev.","TSS-",11220,"11220U","TOWN","Jarvis Lane Housing Dev.","P","+","Wilson","Teton","WY","1","43 30 31","-110 50 36","01S","ARC Map photo","NAD83",43.50861,-110.84333,"x",1888,64,10,"cottonwood riparian corridor",,,,,,,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,"01-07",7
"11221 - FIRS - JORI - Jocko River","FIRS",11221,"11221U","JORI","Jocko River","II","+","Ravalli","Lake","MT","1","47 16 54","-114 11 60","01S","GPS","NAD83",47.28167,-114.2,"-",825,65,10,"cottonwood-willow riparian corridor",,,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"02-05",4
"11222 - BURB - BURB - Burns Bog","BURB",11222,"11222U","BURB","Burns Bog","FS","+","Ladner","n/a","BC","1","49 05 56","-122 59 29","01S","-","-",49.09889,-122.99139,"-",10,94,5,"mixed woodland/peat bog edge",,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02",1
"11223 - GACR - GACR - Garden Creek Nature Cent.","GACR",11223,"11223U","GACR","Garden Creek Nature Cent.","P","+","Casper","Natrona","WY","1","42 47 18","-106 20 37","01S","Web - Google E.","NAD83",42.78833,-106.34361,"x",1609,62,16,"riparian corr./prairie grassland",,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","L",,,"X","X","X","X",,,,,,,,,,,,,"02-09,11-12",10
"11224 - MADE - DEPO - Devil's Postpile NM","MADE",11224,"11224U","DEPO","Devil's Postpile NM","IP","+","Mammoth Lakes","Madera","CA","1","37 37 45","-119 05 04","01S","-","-",37.62917,-119.08444,"-",2350,66,15,"montane meadow/lodgepole forest/willow",,,,,,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"02-06",5
"11225 - WISH - WISH - Wishbone","WISH",11225,"11225U","WISH","Wishbone","FP","+","Waterton Park","n/a","AB","1","49 06 12","-113 49 25","01S","GPS","NAD83",49.10333,-113.82361,"x",1300,65,10,"cottonwood-wet shrub forest",,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","02-",21
"11229 - UKLA - SNCO - Snow Cow","UKLA",11229,"11229U","SNCO","Snow Cow","IB","+","Canyonville","Douglas","OR","1","42 49 33","-122 03 28","01S","-","-",42.82583,-122.05778,"-",1585,93,5,"rip. willow, mixed hardwood/conifer-pine",,,,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"00-04",5
"11230 - UKLA - LIAP - Little Applegate","UKLA",11230,"11230U","LIAP","Little Applegate","IB","+","Ashland","Jackson","OR","1","42 10 45","-123 00 22","01S","-","-",42.17917,-123.00611,"-",494,93,5,,,,,,,,,,,,,,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01",1
"11231 - UKLA - WIWI - Willow Wind","UKLA",11231,"11231S","WIWI","Willow Wind","C","+","Ashland","Jackson","OR","1","42 11 59","-122 41 26","01S","-","NAD27",42.19972,-122.69167,"x",549,93,5,"riparian willow/blackberry field",,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,"01-17",17
"11232 - FIRS - SCHA - Schall","FIRS",11232,"11232U","SCHA","Schall","II","+","Ravalli","Lake","MT","1","47 12 57","-114 08 29","01S","GPS","NAD83",47.21583,-114.14139,"-",870,65,10,"cottonwood-willow riparian corridor",,,,,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"03-05",3
"11233 - FIRS - SPCK - Spring Creek","FIRS",11233,"11233U","SPCK","Spring Creek","II","+","Ravalli","Lake","MT","1","47 14 03","-114 09 48","01S","GPS","NAD83",47.23417,-114.16333,"-",853,65,10,"cottonwood-willow riparian corridor",,,,,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"03-05",3
"11234 - FIRS - WOHA - Woodpecker Haven","FIRS",11234,"11234U","WOHA","Woodpecker Haven","II","+","Arlee","Lake","MT","1","47 10 19","-114 04 60","01S","GPS","NAD83",47.17194,-114.08333,"-",920,65,10,"cottonwood-willow riparian corridor",,,,,,,,,,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"03-05",3
"11235 - TSS- - JACK - Jackson Campus","TSS-",11235,"11235U","JACK","Jackson Campus","P","+","Jackson","Teton","WY","1","43 28 04","-110 49 59","01S","GPS","NAD27",43.46778,-110.83389,"x",1862,64,10,"cottonwood-willow woodland/restored pond",,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","03-19,21-",19
"11237 - UKLA - ORCA - Oregon Caves","UKLA",11237,"11237U","ORCA","Oregon Caves","IP","+","Cave Junction","Josephine","OR","1","42 05 37","-123 23 47","01S","-","NAD27",42.09361,-123.3975,"x",1597,93,5,"riparian alder, mature mixed conifer",,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","02-19,21-",20
"11238 - DOUG - MCCA - McCarteney Creek","DOUG",11238,"11238U","MCCA","McCarteney Creek","P","+","Ephrata","Douglas","WA","1","47 30 27","-119 44 40","01S","Web - Google E.","NAD83",47.5075,-119.74444,"x",503,89,9,"water birch & quaking aspen ripar. woodl",,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,"02-12",11
"11239 - VICT - RRUN - Royal Roads University","VICT",11239,"11239U","RRUN","Royal Roads University","FD","+","Victoria","n/a","BC","1","48 25 37","-123 28 54","01S","-","-",48.42694,-123.48167,"-",10,94,5,"2nd growth forest & naturalized ag land",,,,,,,,,,,,,,,"X","X","X","X",,,"X","X",,,,,,,,,,,,,,,,,,,,,"03-06,08",5
"11240 - VICT - RPBO - Rocky Point Bird Observ.","VICT",11240,"11240U","RPBO","Rocky Point Bird Observ.","FD","+","Victoria","n/a","BC","1","48 19 20","-123 32 59","01S","-","-",48.32222,-123.54972,"-",15,94,5,"2nd growth forest & naturalized ag land",,,,,,,,,,,,,,,"X","X","X","X",,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,"03-06,08-10",7
"11241 - SIUS - CCRE - Cape Creek","SIUS",11241,"11241U","CCRE","Cape Creek","AF","+","Florence","Lane","OR","1","44 09 27","-124 02 25","01S","GPS -ETRIX LEGE","NAD83",44.1575,-124.04028,"x",271,93,5,"thinned doug. fir stand on coastal hill",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,"04-10",7
"11242 - FERI - ROAM - Rose Amazon","FERI",11242,"11242U","ROAM","Rose Amazon","DX","+","Eugene","Lane","OR","1","44 05 11","-123 14 48","01S","GPS","NAD83",44.08639,-123.24667,"x",98,98,5,"oak woodland/riparian/wet upland prairie",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,"04-11",8
"11243 - CDAB - PNCK - Pine Creek","CDAB",11243,"11243U","PNCK","Pine Creek","IB","+","Pinehurst","Shoshone","ID","1","47 30 45","-116 14 26","01S","GPS","NAD83",47.5125,-116.24056,"x",745,64,10,"willow-aspen riparian corridor",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"04-08",5
"11244 - CDAB - SPST - Springston","CDAB",11244,"11244U","SPST","Springston","S","+","Harrison","Shoshone","ID","1","47 28 56","-116 43 25","01S","GPS","NAD83",47.48222,-116.72361,"x",652,64,10,"deciduous-mixed wetland",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"04-08",5
"11245 - JNP- - JNP- - Pyramid Lake, Jasper","JNP-",11245,"11245U","JNP-","Pyramid Lake, Jasper","FP","+","Jasper","n/a","AB","1","52 54 58","-118 06 13","01S","GPS","NAD83",52.91611,-118.10361,"x",1000,64,10,"wetland-meadow complex/aspen stand",,,,,,,,,,,,,,,,"X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","04-",19
"11246 - TAHO - KKDZ - KKDZ","TAHO",11246,"11246U","KKDZ","KKDZ","P","+","North San Juan","Nevada","CA","1","39 20 50","-121 01 10","10S","-","-",39.34722,-121.01944,"-",914,92,15,"chaparral/mixed forest",,,,,,,"X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95-97",3
"11247 - CHAT - YAKU - Yakutat","CHAT",11247,"11247U","YAKU","Yakutat","AF","+","Yakutat","Skagway-Yakutat-Angoon","AK","1","59 30 50","-139 40 50","10S","-","-",59.51389,-139.68056,"-",6,94,5,"shrubs",,,,,,"X","X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94-02",9
"11248 - BAIS - PSEL - Islandwood","BAIS",11248,"11248U","PSEL","Islandwood","P","+","Winslow","Kitsap","WA","1","47 36 25","-122 31 48","01S","-","-",47.60694,-122.53,"-",74,93,5,"mature mixed coniferous deciduous forest",,,,,,,,,,,,,,"X",,"X",,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,"02,04,06-08",5
"11249 - OKAN - SOWM - South Okanagan WMA","OKAN",11249,"11249U","SOWM","South Okanagan WMA","FS","+","Osoyoos","n/a","BC","1","49 05 19","-119 31 48","01S","GPS","NAD27",49.08861,-119.53111,"x",280,64,9,"riparian woodland",,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,"04-08",5
"11250 - OKAN - VASW - Vaseux West","OKAN",11250,"11250S","VASW","Vaseux West","FW","+","Okanagan Falls","n/a","BC","1","49 19 13","-119 32 17","01S","GPS","NAD27",49.32028,-119.53917,"x",363,64,9,"riparian woodland",,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,"04-08",5
"11251 - OKAN - VASE - Vaseux East","OKAN",11251,"11250S","VASE","Vaseux East","FW","+","Okanagan Falls","n/a","BC","1","49 18 33","-119 32 38","01S","GPS","NAD27",49.30917,-119.545,"x",330,64,9,"riparian woodland and meadow",,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,"04-08",5
"11252 - OKAN - VENN - Venner Meadows","OKAN",11252,"11252U","VENN","Venner Meadows","FS","+","Okanagan Falls","n/a","BC","1","49 17 27","-119 21 13","01S","GPS","NAD27",49.29083,-119.35472,"x",1423,64,9,"high elevation riparian shrub/wet meadow",,,,,,,,,,,,,,,,"X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,"04-08",5
"11253 - OKAN - PRK- - Park Rill","OKAN",11253,"11253U","PRK-","Park Rill","FR","+","Okanagan Falls","n/a","BC","1","49 17 53","-119 38 44","01S","GPS","NAD27",49.29806,-119.64667,"x",640,64,9,"riparian woodl/grazed grassl/shrubsteppe",,,,,,,,,,,,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,,,,,,"04-05",2
"11254 - MARY - AIRF - Mary's River Ranch","MARY",11254,"11254U","AIRF","Mary's River Ranch","P","+","Deeth","Elko","NV","1","41 19 00","-115 14 45","01S","GPS","NAD83",41.31667,-115.24583,"x",1650,88,9,"deciduous shrubland/herb. meadow",,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98-01",4
"11255 - NUMA - NUMA - Numana","NUMA",11255,"11255U","NUMA","Numana","II","+","Nixon","Washoe","NV","1","39 43 30","-119 19 10","10S","-","-",39.725,-119.31944,"-",1190,88,9,"deciduous woodland/mixed shrublan",,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98-02",5
"11256 - CARR - ANSA - Ambrose Nature Study Area","CARR",11256,"11256U","ANSA","Ambrose Nature Study Area","IB","+","Carson City","Carson City","NV","1","39 09 55","-119 42 20","01S","-","-",39.16528,-119.70556,"-",1402,88,9,"cottonwood-willow riparian corridor",,,,,,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"02-06",5
"11257 - CARR - DAYT - Dayton State Park","CARR",11257,"11257U","DAYT","Dayton State Park","S","+","Dayton","Lyon","NV","1","39 14 15","-119 35 15","01S","-","-",39.2375,-119.5875,"-",1341,88,9,"cottonwood-willow riparian corridor",,,,,,,,,,,,,,"X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,"02-06",5
"11258 - NUMA - MCAR - McCarran Ranch","NUMA",11258,"11258U","MCAR","McCarran Ranch","P","+","Sparks","Washoe","NV","1","39 32 50","-119 33 40","10S","-","-",39.54722,-119.56111,"-",1312,88,9,"degraded cottonwood/willow rip.",,,,,,,,,,,,,"X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,"01-04",4
"11259 - RUBY - CACR - Cave Creek - Ruby Lake","RUBY",11259,"11259U","CACR","Cave Creek - Ruby Lake","IW","+","Ruby Valley","Elko","NV","1","40 12 30","-115 29 30","01S","GPS","NAD83",40.20833,-115.49167,"x",1829,88,9,"riparian",,,,,,,,"X","X","X","X","X","X","X","X",,,,,,,,,,,,,,,,,,,,,,,,,,,,"96-03",8
"11260 - RFSL - PLME - Plaskett Meadows","RFSL",11260,"11260S","PLME","Plaskett Meadows","AF","+","Elk Creek","Glenn","CA","1","39 43 40","-122 50 51","01S","Web - Google E.","NAD83",39.72778,-122.8475,"x",1838,66,5,"riparian/meadow",,,,,,,,,,,,,,"X","X",,,,,,"X","X",,,,,,,,,,,,,,,,,,,,,"02-03,08",3
